timestamp,gas_level,temperature,pressure,smoke_level
2026-01-01 16:37:00,125.94,41.61,158.71,9.55
2026-01-01 16:38:00,17.12,67.97,236.24,2.44
2026-01-01 16:39:00,130.03,60.5,189.78,3.84
2026-01-01 16:40:00,60.15,57.12,247.96,1.98
2026-01-01 16:41:00,131.3,51.95,137.88,2.85
2026-01-01 16:42:00,138.99,67.92,233.38,8.93
2026-01-01 16:43:00,28.12,48.35,188.98,2.34
2026-01-01 16:44:00,84.9,80.85,173.65,3.19
2026-01-01 16:45:00,107.74,24.98,182.57,1.84
2026-01-01 16:46:00,79.82,88.09,171.03,3.95
2026-01-01 16:47:00,74.79,59.1,170.75,2.5
2026-01-01 16:48:00,160.88,71.09,206.19,4.31
2026-01-01 16:49:00,80.61,74.45,223.14,8.73
2026-01-01 16:50:00,22.92,59.22,194.86,5.09
2026-01-01 16:51:00,77.68,79.53,96.07,2.51
2026-01-01 16:52:00,113.16,55.52,202.19,6.93
2026-01-01 16:53:00,36.81,58.77,205.65,-0.57
2026-01-01 16:54:00,229.73,70.46,263.42,1.64
2026-01-01 16:55:00,83.77,87.6,192.58,-1.37
2026-01-01 16:56:00,112.87,100.98,132.06,6.56
2026-01-01 16:57:00,6.08,56.61,159.93,7.67
2026-01-01 16:58:00,2.11,60.2,180.42,0.92
2026-01-01 16:59:00,132.5,53.47,151.7,6.16
2026-01-01 17:00:00,162.17,60.52,118.38,13.87
2026-01-01 17:01:00,122.74,34.94,214.05,6.45
2026-01-01 17:02:00,25.39,78.15,276.42,5.22
2026-01-01 17:03:00,212.28,102.08,191.18,8.36
2026-01-01 17:04:00,70.38,61.38,108.86,0.51
2026-01-01 17:05:00,126.96,57.85,235.28,5.86
2026-01-01 17:06:00,165.29,53.81,252.68,7.16
2026-01-01 17:07:00,37.55,66.02,200.13,4.29
2026-01-01 17:08:00,181.36,49.84,196.05,2.19
2026-01-01 17:09:00,88.9,75.4,145.07,3.13
2026-01-01 17:10:00,61.72,49.02,210.42,3.77
2026-01-01 17:11:00,3.37,55.56,140.56,-0.94
2026-01-01 17:12:00,131.11,71.26,91.43,1.51
2026-01-01 17:13:00,-18.02,71.39,117.48,4.04
2026-01-01 17:14:00,46.19,53.28,148.99,6.7
2026-01-01 17:15:00,170.44,67.78,179.15,6.5
2026-01-01 17:16:00,123.14,63.54,212.78,4.56
2026-01-01 17:17:00,133.47,57.87,208.88,1.69
2026-01-01 17:18:00,-5.39,91.99,273.42,4.43
2026-01-01 17:19:00,107.18,54.69,89.76,3.54
2026-01-01 17:20:00,161.79,47.58,210.73,4.12
2026-01-01 17:21:00,49.84,55.08,180.22,6.64
2026-01-01 17:22:00,77.68,75.43,190.78,-1.61
2026-01-01 17:23:00,107.34,65.62,270.57,-4.34
2026-01-01 17:24:00,109.33,37.31,106.47,10.88
2026-01-01 17:25:00,108.54,60.75,154.49,4.38
2026-01-01 17:26:00,113.79,73.87,193.77,9.55
2026-01-01 17:27:00,165.57,60.57,151.72,8.47
2026-01-01 17:28:00,228.41,47.85,175.23,3.76
2026-01-01 17:29:00,67.35,63.52,175.57,6.4
2026-01-01 17:30:00,26.0,68.47,235.57,0.04
2026-01-01 17:31:00,115.96,61.96,221.59,5.53
2026-01-01 17:32:00,96.11,30.51,235.13,4.71
2026-01-01 17:33:00,90.38,66.3,136.95,7.28
2026-01-01 17:34:00,113.46,39.95,175.86,7.54
2026-01-01 17:35:00,107.19,44.71,202.23,3.95
2026-01-01 17:36:00,134.33,59.47,181.87,3.01
2026-01-01 17:37:00,66.33,72.84,157.16,1.65
2026-01-01 17:38:00,133.36,57.02,185.83,5.03
2026-01-01 17:39:00,162.5,68.79,181.88,6.32
2026-01-01 17:40:00,91.78,47.82,205.3,1.27
2026-01-01 17:41:00,109.56,78.74,124.22,12.52
2026-01-01 17:42:00,72.76,70.42,217.23,7.49
2026-01-01 17:43:00,110.39,89.17,191.01,4.03
2026-01-01 17:44:00,63.24,81.46,180.96,6.18
2026-01-01 17:45:00,108.5,61.15,188.1,3.19
2026-01-01 17:46:00,51.83,31.49,165.33,-0.09
2026-01-01 17:47:00,69.31,78.86,160.32,6.4
2026-01-01 17:48:00,143.59,75.83,234.1,4.65
2026-01-01 17:49:00,118.79,68.61,188.08,11.29
2026-01-01 17:50:00,75.53,75.26,137.33,7.19
2026-01-01 17:51:00,146.37,71.71,234.44,5.51
2026-01-01 17:52:00,25.04,57.45,208.98,0.43
2026-01-01 17:53:00,55.07,62.09,207.32,0.53
2026-01-01 17:54:00,68.22,84.92,172.68,7.0
2026-01-01 17:55:00,106.79,67.47,173.22,1.74
2026-01-01 17:56:00,103.51,58.74,152.19,-3.21
2026-01-01 17:57:00,165.05,71.88,186.47,6.05
2026-01-01 17:58:00,100.08,42.56,195.12,6.46
2026-01-01 17:59:00,116.86,71.73,165.82,6.55
2026-01-01 18:00:00,141.34,56.23,228.05,3.46
2026-01-01 18:01:00,71.33,47.01,135.16,4.03
2026-01-01 18:02:00,102.78,65.29,244.77,8.68
2026-01-01 18:03:00,92.77,60.79,203.97,6.72
2026-01-01 18:04:00,131.77,64.99,95.91,1.95
2026-01-01 18:05:00,80.42,57.72,205.1,5.75
2026-01-01 18:06:00,155.14,57.24,154.81,3.82
2026-01-01 18:07:00,34.41,45.52,199.0,3.46
2026-01-01 18:08:00,23.65,49.5,270.21,3.51
2026-01-01 18:09:00,-12.78,46.63,187.86,1.5
2026-01-01 18:10:00,146.53,51.15,191.8,4.83
2026-01-01 18:11:00,42.88,61.57,144.31,3.72
2026-01-01 18:12:00,114.52,58.55,196.57,10.56
2026-01-01 18:13:00,59.09,48.84,228.85,6.88
2026-01-01 18:14:00,96.19,64.5,167.57,13.69
2026-01-01 18:15:00,43.68,47.49,143.03,6.53
2026-01-01 18:16:00,86.21,79.42,187.4,8.71
2026-01-01 18:17:00,101.15,58.11,269.05,0.26
2026-01-01 18:18:00,40.88,78.94,207.95,8.74
2026-01-01 18:19:00,60.76,68.04,162.98,2.67
2026-01-01 18:20:00,53.46,82.29,171.45,5.57
2026-01-01 18:21:00,122.26,46.3,131.87,4.7
2026-01-01 18:22:00,34.36,49.51,244.77,5.5
2026-01-01 18:23:00,4.19,60.16,157.84,5.44
2026-01-01 18:24:00,66.38,39.23,224.79,5.19
2026-01-01 18:25:00,124.49,56.47,179.27,8.04
2026-01-01 18:26:00,193.72,78.44,156.66,2.37
2026-01-01 18:27:00,118.64,67.84,150.47,3.78
2026-01-01 18:28:00,122.59,71.57,224.13,1.31
2026-01-01 18:29:00,107.84,69.76,188.47,7.05
2026-01-01 18:30:00,103.22,66.14,177.5,2.4
2026-01-01 18:31:00,131.13,51.3,189.27,4.37
2026-01-01 18:32:00,111.02,62.26,208.01,4.01
2026-01-01 18:33:00,118.08,27.98,249.22,2.97
2026-01-01 18:34:00,42.42,41.05,236.47,3.23
2026-01-01 18:35:00,63.97,49.04,231.68,-0.24
2026-01-01 18:36:00,113.75,66.31,148.73,5.59
2026-01-01 18:37:00,182.4,50.56,185.35,2.45
2026-01-01 18:38:00,97.77,71.95,233.07,5.35
2026-01-01 18:39:00,136.32,68.3,169.44,9.84
2026-01-01 18:40:00,145.65,52.95,166.59,3.5
2026-01-01 18:41:00,174.98,69.03,168.26,3.66
2026-01-01 18:42:00,70.05,49.62,206.52,6.09
2026-01-01 18:43:00,95.37,64.05,173.71,0.72
2026-01-01 18:44:00,183.72,58.62,227.79,6.99
2026-01-01 18:45:00,64.53,65.96,145.92,7.26
2026-01-01 18:46:00,97.13,45.0,222.01,4.27
2026-01-01 18:47:00,136.53,61.18,167.39,6.68
2026-01-01 18:48:00,195.86,80.42,288.78,2.13
2026-01-01 18:49:00,53.12,69.47,186.31,0.75
2026-01-01 18:50:00,-3.05,50.81,259.14,4.28
2026-01-01 18:51:00,128.3,50.1,161.62,7.73
2026-01-01 18:52:00,143.02,67.54,153.41,2.18
2026-01-01 18:53:00,155.51,69.59,319.7,1.17
2026-01-01 18:54:00,32.74,50.24,270.54,-0.11
2026-01-01 18:55:00,126.39,68.11,215.11,2.95
2026-01-01 18:56:00,60.91,46.3,191.75,5.66
2026-01-01 18:57:00,15.51,54.88,184.59,7.25
2026-01-01 18:58:00,152.48,74.41,183.62,3.05
2026-01-01 18:59:00,113.03,53.14,201.29,3.68
2026-01-01 19:00:00,130.22,81.58,193.55,10.95
2026-01-01 19:01:00,7.18,61.49,130.36,0.05
2026-01-01 19:02:00,68.87,34.14,223.36,2.38
2026-01-01 19:03:00,38.47,56.77,218.58,1.76
2026-01-01 19:04:00,82.18,47.2,224.51,6.7
2026-01-01 19:05:00,93.75,53.12,271.64,1.95
2026-01-01 19:06:00,139.28,39.74,189.68,1.01
2026-01-01 19:07:00,-29.43,51.99,229.25,0.26
2026-01-01 19:08:00,163.46,66.76,269.81,5.65
2026-01-01 19:09:00,89.97,66.44,202.92,9.87
2026-01-01 19:10:00,90.33,56.57,217.4,7.65
2026-01-01 19:11:00,114.57,71.32,161.37,6.29
2026-01-01 19:12:00,152.39,68.77,159.09,2.44
2026-01-01 19:13:00,97.7,55.27,258.73,4.36
2026-01-01 19:14:00,93.7,58.55,241.2,10.69
2026-01-01 19:15:00,180.36,59.49,179.85,8.71
2026-01-01 19:16:00,130.73,66.26,254.86,5.53
2026-01-01 19:17:00,2.47,55.78,211.85,11.53
2026-01-01 19:18:00,126.59,60.45,194.51,5.38
2026-01-01 19:19:00,107.71,46.39,212.83,2.08
2026-01-01 19:20:00,93.8,67.12,246.9,2.81
2026-01-01 19:21:00,108.04,62.0,249.06,10.85
2026-01-01 19:22:00,31.76,63.96,208.28,6.06
2026-01-01 19:23:00,126.34,40.05,252.4,2.73
2026-01-01 19:24:00,144.08,55.67,157.43,5.2
2026-01-01 19:25:00,45.21,87.11,144.59,8.4
2026-01-01 19:26:00,87.9,19.17,168.37,1.75
2026-01-01 19:27:00,185.75,34.47,200.72,6.58
2026-01-01 19:28:00,135.23,60.82,219.95,7.04
2026-01-01 19:29:00,94.83,49.87,214.71,-1.78
2026-01-01 19:30:00,60.93,59.01,241.61,3.64
2026-01-01 19:31:00,29.71,68.61,156.04,9.18
2026-01-01 19:32:00,135.43,78.37,174.68,2.47
2026-01-01 19:33:00,83.35,74.59,215.64,-0.54
2026-01-01 19:34:00,152.45,63.75,183.73,4.15
2026-01-01 19:35:00,98.25,72.78,165.52,4.78
2026-01-01 19:36:00,34.72,74.56,198.75,5.14
2026-01-01 19:37:00,59.47,71.39,162.86,2.11
2026-01-01 19:38:00,101.57,59.84,148.19,2.85
2026-01-01 19:39:00,280.37,79.09,161.04,0.13
2026-01-01 19:40:00,57.22,44.96,214.1,4.28
2026-01-01 19:41:00,126.4,60.44,170.52,3.92
2026-01-01 19:42:00,76.8,56.71,258.24,4.5
2026-01-01 19:43:00,89.39,69.72,213.94,4.72
2026-01-01 19:44:00,136.17,57.84,189.71,6.91
2026-01-01 19:45:00,48.37,37.24,159.89,-1.12
2026-01-01 19:46:00,53.8,64.01,127.49,-3.26
2026-01-01 19:47:00,92.78,55.82,155.48,0.25
2026-01-01 19:48:00,13.18,74.42,242.4,-0.27
2026-01-01 19:49:00,127.92,76.13,213.95,5.69
2026-01-01 19:50:00,102.81,87.97,285.84,3.15
2026-01-01 19:51:00,173.84,71.17,156.25,4.8
2026-01-01 19:52:00,39.46,47.28,167.36,10.42
2026-01-01 19:53:00,141.12,61.31,207.71,4.11
2026-01-01 19:54:00,137.73,59.84,158.08,7.64
2026-01-01 19:55:00,110.83,32.96,263.35,2.13
2026-01-01 19:56:00,147.74,72.66,253.74,5.96
2026-01-01 19:57:00,134.25,53.22,249.77,0.24
2026-01-01 19:58:00,135.62,77.57,141.28,4.4
2026-01-01 19:59:00,111.33,77.46,211.3,6.4
2026-01-01 20:00:00,109.79,41.93,280.58,5.7
2026-01-01 20:01:00,51.58,87.52,214.67,-0.31
2026-01-01 20:02:00,125.25,68.33,199.06,-0.33
2026-01-01 20:03:00,43.27,67.67,293.52,8.22
2026-01-01 20:04:00,80.57,50.16,172.16,0.81
2026-01-01 20:05:00,65.89,55.16,116.38,6.6
2026-01-01 20:06:00,122.59,67.52,230.3,3.61
2026-01-01 20:07:00,178.07,72.04,220.45,5.26
2026-01-01 20:08:00,119.22,70.27,225.5,9.66
2026-01-01 20:09:00,79.49,62.01,147.53,4.53
2026-01-01 20:10:00,107.7,76.26,208.29,8.64
2026-01-01 20:11:00,181.48,62.39,210.71,3.4
2026-01-01 20:12:00,87.66,61.34,213.47,3.14
2026-01-01 20:13:00,65.04,48.41,75.24,1.03
2026-01-01 20:14:00,88.6,51.94,162.77,4.81
2026-01-01 20:15:00,120.46,68.05,206.8,8.7
2026-01-01 20:16:00,27.41,33.37,190.18,2.54
2026-01-01 20:17:00,10.61,38.89,170.4,3.81
2026-01-01 20:18:00,163.79,73.06,222.93,3.58
2026-01-01 20:19:00,58.26,45.55,194.53,2.4
2026-01-01 20:20:00,87.99,64.65,186.31,1.7
2026-01-01 20:21:00,140.61,64.06,177.28,11.42
2026-01-01 20:22:00,128.92,45.65,287.35,9.11
2026-01-01 20:23:00,69.41,60.1,195.62,3.54
2026-01-01 20:24:00,115.31,42.97,144.57,6.76
2026-01-01 20:25:00,212.74,59.42,165.98,9.25
2026-01-01 20:26:00,68.27,53.64,177.78,1.25
2026-01-01 20:27:00,55.02,74.52,235.78,8.15
2026-01-01 20:28:00,110.23,58.02,205.75,1.03
2026-01-01 20:29:00,157.71,65.17,195.92,0.62
2026-01-01 20:30:00,118.26,54.51,232.33,2.57
2026-01-01 20:31:00,102.96,65.15,233.29,4.08
2026-01-01 20:32:00,68.82,70.88,218.71,5.56
2026-01-01 20:33:00,46.97,72.61,166.21,8.34
2026-01-01 20:34:00,83.95,83.78,245.69,10.48
2026-01-01 20:35:00,25.74,47.45,233.88,8.55
2026-01-01 20:36:00,38.43,70.22,245.84,6.01
2026-01-01 20:37:00,179.98,78.09,248.05,7.39
2026-01-01 20:38:00,123.45,83.67,192.98,7.19
2026-01-01 20:39:00,100.47,62.37,167.38,-2.84
2026-01-01 20:40:00,109.14,51.2,216.85,8.07
2026-01-01 20:41:00,23.69,65.88,212.75,6.31
2026-01-01 20:42:00,45.84,78.29,210.9,11.16
2026-01-01 20:43:00,126.67,69.13,145.73,7.53
2026-01-01 20:44:00,198.84,48.44,226.56,6.62
2026-01-01 20:45:00,158.15,92.11,256.51,5.03
2026-01-01 20:46:00,136.25,47.99,129.91,5.17
2026-01-01 20:47:00,20.23,39.1,203.75,6.51
2026-01-01 20:48:00,150.63,28.36,195.98,4.43
2026-01-01 20:49:00,51.55,49.88,262.33,-1.35
2026-01-01 20:50:00,136.54,50.92,128.26,3.33
2026-01-01 20:51:00,21.0,48.03,210.4,4.61
2026-01-01 20:52:00,137.94,69.71,247.1,7.59
2026-01-01 20:53:00,97.63,63.49,201.86,2.52
2026-01-01 20:54:00,135.28,39.12,151.76,3.5
2026-01-01 20:55:00,81.18,60.75,204.98,7.63
2026-01-01 20:56:00,137.78,83.66,131.44,10.0
2026-01-01 20:57:00,138.84,45.26,180.87,0.79
2026-01-01 20:58:00,146.46,54.55,169.33,4.15
2026-01-01 20:59:00,54.72,72.63,169.15,7.91
2026-01-01 21:00:00,124.83,50.81,218.99,3.83
2026-01-01 21:01:00,162.89,63.33,241.26,5.03
2026-01-01 21:02:00,71.44,61.08,197.64,10.37
2026-01-01 21:03:00,207.24,50.65,150.54,6.1
2026-01-01 21:04:00,99.58,75.35,194.29,5.91
2026-01-01 21:05:00,26.0,60.43,175.93,8.69
2026-01-01 21:06:00,166.46,80.24,172.81,6.68
2026-01-01 21:07:00,172.71,50.88,256.17,5.67
2026-01-01 21:08:00,197.12,59.55,209.56,1.06
2026-01-01 21:09:00,134.81,72.24,175.69,6.15
2026-01-01 21:10:00,129.79,57.29,210.2,3.15
2026-01-01 21:11:00,173.56,90.35,170.55,4.33
2026-01-01 21:12:00,164.93,61.31,138.6,10.3
2026-01-01 21:13:00,175.79,77.53,206.47,2.61
2026-01-01 21:14:00,85.83,23.49,146.94,4.98
2026-01-01 21:15:00,71.91,55.62,211.97,5.47
2026-01-01 21:16:00,43.67,47.1,282.58,12.64
2026-01-01 21:17:00,19.77,80.34,190.52,1.88
2026-01-01 21:18:00,43.14,59.48,248.23,8.62
2026-01-01 21:19:00,64.93,53.16,241.24,5.62
2026-01-01 21:20:00,-35.4,57.13,174.49,2.24
2026-01-01 21:21:00,151.34,83.48,229.49,7.89
2026-01-01 21:22:00,97.96,70.2,215.79,7.55
2026-01-01 21:23:00,71.81,71.25,217.03,3.31
2026-01-01 21:24:00,78.02,70.36,220.34,2.81
2026-01-01 21:25:00,70.8,90.72,159.14,1.73
2026-01-01 21:26:00,151.93,62.12,232.24,5.14
2026-01-01 21:27:00,43.58,28.17,217.36,7.68
2026-01-01 21:28:00,161.05,69.8,230.37,1.95
2026-01-01 21:29:00,105.4,63.64,206.42,7.98
2026-01-01 21:30:00,52.59,67.99,180.09,5.54
2026-01-01 21:31:00,140.86,59.95,181.53,4.08
2026-01-01 21:32:00,86.69,39.92,208.74,5.67
2026-01-01 21:33:00,168.9,64.86,260.71,3.3
2026-01-01 21:34:00,137.68,58.94,176.95,12.18
2026-01-01 21:35:00,114.96,58.28,163.8,4.03
2026-01-01 21:36:00,79.89,77.41,190.23,5.58
2026-01-01 21:37:00,145.94,56.39,176.61,4.98
2026-01-01 21:38:00,1.8,33.21,288.58,6.81
2026-01-01 21:39:00,39.32,76.6,142.22,6.45
2026-01-01 21:40:00,130.47,71.42,177.77,4.65
2026-01-01 21:41:00,84.68,51.08,216.17,5.97
2026-01-01 21:42:00,195.45,67.32,192.9,5.42
2026-01-01 21:43:00,106.39,28.1,219.21,6.83
2026-01-01 21:44:00,13.63,61.67,140.6,7.49
2026-01-01 21:45:00,71.67,70.53,237.85,10.55
2026-01-01 21:46:00,120.01,86.68,214.94,5.89
2026-01-01 21:47:00,63.8,48.81,231.34,5.83
2026-01-01 21:48:00,67.51,53.65,161.79,4.53
2026-01-01 21:49:00,133.6,53.96,250.87,4.93
2026-01-01 21:50:00,83.32,62.69,259.19,3.29
2026-01-01 21:51:00,130.71,24.5,150.58,7.41
2026-01-01 21:52:00,55.44,75.72,149.94,7.47
2026-01-01 21:53:00,135.38,73.81,182.0,1.74
2026-01-01 21:54:00,16.78,65.64,150.96,3.28
2026-01-01 21:55:00,141.22,47.89,130.05,5.91
2026-01-01 21:56:00,69.68,33.34,166.48,2.49
2026-01-01 21:57:00,188.96,46.79,227.16,6.23
2026-01-01 21:58:00,18.14,71.25,189.22,5.58
2026-01-01 21:59:00,114.76,41.8,214.05,10.8
2026-01-01 22:00:00,152.53,58.89,256.23,2.91
2026-01-01 22:01:00,157.16,46.29,172.03,6.14
2026-01-01 22:02:00,36.05,86.7,218.12,3.47
2026-01-01 22:03:00,89.05,74.62,170.16,4.95
2026-01-01 22:04:00,85.47,54.84,167.5,4.15
2026-01-01 22:05:00,71.9,88.26,175.21,5.53
2026-01-01 22:06:00,90.71,79.66,157.82,8.03
2026-01-01 22:07:00,16.91,61.03,221.61,7.93
2026-01-01 22:08:00,11.56,52.45,267.55,2.05
2026-01-01 22:09:00,61.95,60.21,168.91,3.54
2026-01-01 22:10:00,159.72,52.57,226.52,11.59
2026-01-01 22:11:00,62.79,66.58,215.93,6.63
2026-01-01 22:12:00,87.98,80.61,237.26,5.92
2026-01-01 22:13:00,81.79,80.16,227.78,6.2
2026-01-01 22:14:00,-27.5,54.26,153.31,4.62
2026-01-01 22:15:00,83.59,50.21,263.87,5.95
2026-01-01 22:16:00,-6.42,35.69,174.78,6.82
2026-01-01 22:17:00,123.76,36.73,203.07,2.72
2026-01-01 22:18:00,131.05,57.06,201.49,2.28
2026-01-01 22:19:00,141.67,36.9,202.57,8.11
2026-01-01 22:20:00,93.07,76.52,191.47,5.12
2026-01-01 22:21:00,102.09,63.94,233.44,5.7
2026-01-01 22:22:00,69.19,62.19,254.0,6.25
2026-01-01 22:23:00,127.29,78.1,183.27,6.13
2026-01-01 22:24:00,9.8,46.41,145.76,4.82
2026-01-01 22:25:00,127.45,75.26,218.61,5.87
2026-01-01 22:26:00,107.88,63.85,189.46,4.81
2026-01-01 22:27:00,-15.35,61.77,96.95,6.85
2026-01-01 22:28:00,168.23,40.1,235.12,5.37
2026-01-01 22:29:00,40.22,45.45,223.77,4.23
2026-01-01 22:30:00,90.76,67.26,175.65,6.37
2026-01-01 22:31:00,24.16,113.74,285.42,4.86
2026-01-01 22:32:00,158.85,56.75,245.79,8.3
2026-01-01 22:33:00,30.58,55.02,203.55,4.26
2026-01-01 22:34:00,210.14,72.02,270.91,3.64
2026-01-01 22:35:00,90.96,66.96,178.34,0.48
2026-01-01 22:36:00,203.49,61.52,203.9,3.82
2026-01-01 22:37:00,139.6,67.49,178.38,4.74
2026-01-01 22:38:00,19.65,72.62,206.3,3.63
2026-01-01 22:39:00,33.33,82.09,184.72,5.01
2026-01-01 22:40:00,61.38,48.59,239.23,4.48
2026-01-01 22:41:00,183.39,77.79,220.73,10.14
2026-01-01 22:42:00,7.22,85.3,202.39,9.06
2026-01-01 22:43:00,123.76,52.84,117.76,1.25
2026-01-01 22:44:00,141.83,59.26,219.76,2.35
2026-01-01 22:45:00,83.24,65.09,222.3,5.64
2026-01-01 22:46:00,128.05,74.56,252.66,5.32
2026-01-01 22:47:00,114.54,48.13,201.25,4.36
2026-01-01 22:48:00,-83.84,77.32,213.89,6.24
2026-01-01 22:49:00,37.13,69.21,175.77,6.5
2026-01-01 22:50:00,117.43,63.0,165.71,5.02
2026-01-01 22:51:00,143.83,44.01,199.95,1.36
2026-01-01 22:52:00,48.25,49.56,171.88,5.92
2026-01-01 22:53:00,45.5,31.81,220.46,3.13
2026-01-01 22:54:00,112.81,57.11,147.15,8.55
2026-01-01 22:55:00,99.63,51.8,191.98,5.92
2026-01-01 22:56:00,130.3,42.82,239.93,2.76
2026-01-01 22:57:00,99.84,45.05,177.16,3.97
2026-01-01 22:58:00,31.61,72.14,243.7,2.96
2026-01-01 22:59:00,132.32,53.46,252.88,4.02
2026-01-01 23:00:00,34.53,75.37,156.67,3.47
2026-01-01 23:01:00,68.17,41.78,217.76,3.38
2026-01-01 23:02:00,94.48,64.56,233.05,10.18
2026-01-01 23:03:00,117.6,80.59,211.01,8.06
2026-01-01 23:04:00,30.61,50.38,192.97,4.48
2026-01-01 23:05:00,65.36,66.33,109.47,5.44
2026-01-01 23:06:00,90.73,68.01,226.89,2.52
2026-01-01 23:07:00,61.72,62.75,206.06,8.62
2026-01-01 23:08:00,138.51,42.61,307.84,12.7
2026-01-01 23:09:00,55.42,34.44,196.3,4.38
2026-01-01 23:10:00,48.04,33.8,236.72,8.18
2026-01-01 23:11:00,90.13,40.56,206.13,6.57
2026-01-01 23:12:00,109.61,52.34,181.87,3.26
2026-01-01 23:13:00,102.25,59.03,152.28,-0.41
2026-01-01 23:14:00,97.2,80.27,157.69,3.25
2026-01-01 23:15:00,93.65,49.27,179.29,7.53
2026-01-01 23:16:00,78.95,53.99,246.79,5.14
2026-01-01 23:17:00,188.23,61.09,186.79,7.77
2026-01-01 23:18:00,93.64,44.44,238.99,4.54
2026-01-01 23:19:00,21.37,68.32,278.66,0.83
2026-01-01 23:20:00,-13.67,54.73,258.41,3.56
2026-01-01 23:21:00,84.86,48.07,225.02,6.15
2026-01-01 23:22:00,154.19,46.05,170.76,1.19
2026-01-01 23:23:00,118.53,48.01,193.23,6.75
2026-01-01 23:24:00,137.43,38.44,229.72,2.03
2026-01-01 23:25:00,25.27,51.23,108.29,6.05
2026-01-01 23:26:00,129.76,70.89,217.23,8.82
2026-01-01 23:27:00,192.68,49.57,165.01,2.24
2026-01-01 23:28:00,112.48,44.44,246.88,5.04
2026-01-01 23:29:00,119.79,38.95,161.07,4.67
2026-01-01 23:30:00,148.0,34.48,233.09,10.9
2026-01-01 23:31:00,1.28,85.42,231.18,7.27
2026-01-01 23:32:00,120.17,51.56,254.18,6.32
2026-01-01 23:33:00,106.11,72.87,240.15,4.95
2026-01-01 23:34:00,108.24,80.17,231.7,4.75
2026-01-01 23:35:00,223.59,52.66,142.5,5.64
2026-01-01 23:36:00,0.38,49.91,208.73,6.28
2026-01-01 23:37:00,82.1,76.76,245.9,1.04
2026-01-01 23:38:00,68.55,81.82,138.14,1.29
2026-01-01 23:39:00,81.88,80.93,194.55,2.66
2026-01-01 23:40:00,126.42,64.99,178.94,5.69
2026-01-01 23:41:00,144.11,62.1,201.15,0.74
2026-01-01 23:42:00,86.52,75.58,218.84,4.05
2026-01-01 23:43:00,1.65,68.45,205.32,2.73
2026-01-01 23:44:00,70.39,70.55,196.59,7.33
2026-01-01 23:45:00,146.61,76.93,210.02,2.8
2026-01-01 23:46:00,98.89,71.2,158.77,4.35
2026-01-01 23:47:00,100.4,40.39,176.84,0.02
2026-01-01 23:48:00,80.97,47.78,227.42,1.86
2026-01-01 23:49:00,52.32,73.32,177.09,6.35
2026-01-01 23:50:00,135.63,66.78,224.36,5.85
2026-01-01 23:51:00,66.26,60.83,242.77,4.25
2026-01-01 23:52:00,161.8,86.46,138.97,4.36
2026-01-01 23:53:00,32.97,61.14,265.25,3.06
2026-01-01 23:54:00,120.68,66.45,248.62,1.79
2026-01-01 23:55:00,106.79,74.88,191.62,3.96
2026-01-01 23:56:00,86.49,47.06,138.42,4.55
2026-01-01 23:57:00,129.81,71.11,225.46,5.98
2026-01-01 23:58:00,158.44,56.1,225.25,1.49
2026-01-01 23:59:00,-7.15,47.14,191.94,-0.44
2026-01-02 00:00:00,169.57,67.61,218.64,7.22
2026-01-02 00:01:00,129.97,57.84,146.21,4.6
2026-01-02 00:02:00,89.01,47.72,145.67,5.89
2026-01-02 00:03:00,148.62,73.61,196.45,-0.96
2026-01-02 00:04:00,58.57,44.96,136.68,9.03
2026-01-02 00:05:00,91.9,32.62,156.35,4.11
2026-01-02 00:06:00,128.45,53.59,150.05,8.72
2026-01-02 00:07:00,116.88,63.97,189.53,4.23
2026-01-02 00:08:00,58.86,49.99,331.65,2.82
2026-01-02 00:09:00,50.42,29.53,206.13,5.26
2026-01-02 00:10:00,111.99,61.25,203.51,5.74
2026-01-02 00:11:00,100.2,65.8,141.33,7.05
2026-01-02 00:12:00,111.85,57.9,185.54,6.39
2026-01-02 00:13:00,57.31,46.11,160.9,2.81
2026-01-02 00:14:00,74.64,52.49,275.8,8.87
2026-01-02 00:15:00,126.1,48.04,184.49,0.35
2026-01-02 00:16:00,154.13,56.19,211.16,-2.52
2026-01-02 00:17:00,11.24,47.68,103.14,6.69
2026-01-02 00:18:00,2.39,60.31,180.32,4.54
2026-01-02 00:19:00,82.23,57.59,213.37,7.34
2026-01-02 00:20:00,79.56,60.08,207.82,6.18
2026-01-02 00:21:00,110.69,71.61,154.58,2.97
2026-01-02 00:22:00,122.61,58.74,169.52,1.92
2026-01-02 00:23:00,116.45,53.7,214.77,-0.53
2026-01-02 00:24:00,169.14,59.8,230.02,2.24
2026-01-02 00:25:00,166.25,46.16,212.57,9.79
2026-01-02 00:26:00,143.43,45.3,161.16,4.94
2026-01-02 00:27:00,61.36,74.07,176.27,0.58
2026-01-02 00:28:00,82.69,44.83,181.71,-0.12
2026-01-02 00:29:00,202.62,44.24,205.74,2.79
2026-01-02 00:30:00,93.75,63.33,231.69,5.76
2026-01-02 00:31:00,69.16,51.87,225.71,5.03
2026-01-02 00:32:00,81.36,52.13,170.49,8.95
2026-01-02 00:33:00,197.44,51.07,81.5,3.53
2026-01-02 00:34:00,60.85,89.13,257.87,4.3
2026-01-02 00:35:00,106.73,64.71,215.25,-0.95
2026-01-02 00:36:00,40.23,83.73,145.58,3.91
